Dates,Unnamed: 0_y,Month,DatePublishKey,DateReferenceDataKey,Year,isLatest,ProductName,LocationName,Area Harvested_Million Acres,Area Planted_Million Acres,Average Farm Price_US Dollars/Bushel,Begining Stocks_Million Bushels,Crushing_Million Bushels,Ending Stocks_Million Bushels,Exports_Million Bushels,Imports_Million Bushels,Production_Million Bushels,Residual Use_Million Bushels,Seed Use_Million Bushels,Total demand_Million Bushels,Total Supply_Million Bushels,Yield_Bushels/Acre,Date
27/3/2014,,,,,,,,,,,,,,,,,,,,,,,
28/3/2014,,,,,,,,,,,,,,,,,,,,,,,
31/3/2014,,,,,,,,,,,,,,,,,,,,,,,
1/4/2014,,,,,,,,,,,,,,,,,,,,,,,
2/4/2014,,,,,,,,,,,,,,,,,,,,,,,
3/4/2014,,,,,,,,,,,,,,,,,,,,,,,
4/4/2014,,,,,,,,,,,,,,,,,,,,,,,
7/4/2014,,,,,,,,,,,,,,,,,,,,,,,
8/4/2014,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014,170,4,20140409,20140409,2014,1,Soybean,United States of America,75.9,76.5,13,141,1685,135,1580,65,3289,0,95,3360,3494,43.3,9
10/4/2014,,,,,,,,,,,,,,,,,,,,,,,
11/4/2014,,,,,,,,,,,,,,,,,,,,,,,
14/4/2014,,,,,,,,,,,,,,,,,,,,,,,
15/4/2014,,,,,,,,,,,,,,,,,,,,,,,
16/4/2014,,,,,,,,,,,,,,,,,,,,,,,
17/4/2014,,,,,,,,,,,,,,,,,,,,,,,
18/4/2014,,,,,,,,,,,,,,,,,,,,,,,
21/4/2014,,,,,,,,,,,,,,,,,,,,,,,
22/4/2014,,,,,,,,,,,,,,,,,,,,,,,
23/4/2014,,,,,,,,,,,,,,,,,,,,,,,
24/4/2014,,,,,,,,,,,,,,,,,,,,,,,
25/4/2014,,,,,,,,,,,,,,,,,,,,,,,
28/4/2014,,,,,,,,,,,,,,,,,,,,,,,
29/4/2014,,,,,,,,,,,,,,,,,,,,,,,
30/4/2014,,,,,,,,,,,,,,,,,,,,,,,
1/5/2014,,,,,,,,,,,,,,,,,,,,,,,
2/5/2014,,,,,,,,,,,,,,,,,,,,,,,
5/5/2014,,,,,,,,,,,,,,,,,,,,,,,
6/5/2014,,,,,,,,,,,,,,,,,,,,,,,
7/5/2014,,,,,,,,,,,,,,,,,,,,,,,
8/5/2014,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014,171,5,20140509,20140509,2014,1,Soybean,United States of America,80.5,81.5,10.75,130,1715,330,1625,15,3635,18,92,3450,3780,45.2,9
12/5/2014,,,,,,,,,,,,,,,,,,,,,,,
13/5/2014,,,,,,,,,,,,,,,,,,,,,,,
14/5/2014,,,,,,,,,,,,,,,,,,,,,,,
15/5/2014,,,,,,,,,,,,,,,,,,,,,,,
16/5/2014,,,,,,,,,,,,,,,,,,,,,,,
19/5/2014,,,,,,,,,,,,,,,,,,,,,,,
20/5/2014,,,,,,,,,,,,,,,,,,,,,,,
21/5/2014,,,,,,,,,,,,,,,,,,,,,,,
22/5/2014,,,,,,,,,,,,,,,,,,,,,,,
23/5/2014,,,,,,,,,,,,,,,,,,,,,,,
26/5/2014,,,,,,,,,,,,,,,,,,,,,,,
27/5/2014,,,,,,,,,,,,,,,,,,,,,,,
28/5/2014,,,,,,,,,,,,,,,,,,,,,,,
29/5/2014,,,,,,,,,,,,,,,,,,,,,,,
30/5/2014,,,,,,,,,,,,,,,,,,,,,,,
2/6/2014,,,,,,,,,,,,,,,,,,,,,,,
3/6/2014,,,,,,,,,,,,,,,,,,,,,,,
4/6/2014,,,,,,,,,,,,,,,,,,,,,,,
5/6/2014,,,,,,,,,,,,,,,,,,,,,,,
6/6/2014,,,,,,,,,,,,,,,,,,,,,,,
9/6/2014,,,,,,,,,,,,,,,,,,,,,,,
10/6/2014,,,,,,,,,,,,,,,,,,,,,,,
11/6/2014,172,6,20140611,20140611,2014,1,Soybean,United States of America,80.5,81.5,10.75,125,1715,325,1625,15,3635,18,92,3450,3775,45.2,11
12/6/2014,,,,,,,,,,,,,,,,,,,,,,,
13/6/2014,,,,,,,,,,,,,,,,,,,,,,,
16/6/2014,,,,,,,,,,,,,,,,,,,,,,,
17/6/2014,,,,,,,,,,,,,,,,,,,,,,,
18/6/2014,,,,,,,,,,,,,,,,,,,,,,,
19/6/2014,,,,,,,,,,,,,,,,,,,,,,,
20/6/2014,,,,,,,,,,,,,,,,,,,,,,,
23/6/2014,,,,,,,,,,,,,,,,,,,,,,,
24/6/2014,,,,,,,,,,,,,,,,,,,,,,,
25/6/2014,,,,,,,,,,,,,,,,,,,,,,,
26/6/2014,,,,,,,,,,,,,,,,,,,,,,,
27/6/2014,,,,,,,,,,,,,,,,,,,,,,,
30/6/2014,,,,,,,,,,,,,,,,,,,,,,,
1/7/2014,,,,,,,,,,,,,,,,,,,,,,,
2/7/2014,,,,,,,,,,,,,,,,,,,,,,,
3/7/2014,,,,,,,,,,,,,,,,,,,,,,,
4/7/2014,,,,,,,,,,,,,,,,,,,,,,,
7/7/2014,,,,,,,,,,,,,,,,,,,,,,,
8/7/2014,,,,,,,,,,,,,,,,,,,,,,,
9/7/2014,,,,,,,,,,,,,,,,,,,,,,,
10/7/2014,,,,,,,,,,,,,,,,,,,,,,,
11/7/2014,173,7,20140711,20140711,2014,1,Soybean,United States of America,84.1,84.8,10.5,140,1755,415,1675,15,3800,19,92,3541,3955,45.2,11
14/7/2014,,,,,,,,,,,,,,,,,,,,,,,
15/7/2014,,,,,,,,,,,,,,,,,,,,,,,
16/7/2014,,,,,,,,,,,,,,,,,,,,,,,
17/7/2014,,,,,,,,,,,,,,,,,,,,,,,
18/7/2014,,,,,,,,,,,,,,,,,,,,,,,
21/7/2014,,,,,,,,,,,,,,,,,,,,,,,
22/7/2014,,,,,,,,,,,,,,,,,,,,,,,
23/7/2014,,,,,,,,,,,,,,,,,,,,,,,
24/7/2014,,,,,,,,,,,,,,,,,,,,,,,
25/7/2014,,,,,,,,,,,,,,,,,,,,,,,
28/7/2014,,,,,,,,,,,,,,,,,,,,,,,
29/7/2014,,,,,,,,,,,,,,,,,,,,,,,
30/7/2014,,,,,,,,,,,,,,,,,,,,,,,
31/7/2014,,,,,,,,,,,,,,,,,,,,,,,
1/8/2014,,,,,,,,,,,,,,,,,,,,,,,
4/8/2014,,,,,,,,,,,,,,,,,,,,,,,
5/8/2014,,,,,,,,,,,,,,,,,,,,,,,
6/8/2014,,,,,,,,,,,,,,,,,,,,,,,
7/8/2014,,,,,,,,,,,,,,,,,,,,,,,
8/8/2014,,,,,,,,,,,,,,,,,,,,,,,
11/8/2014,,,,,,,,,,,,,,,,,,,,,,,
12/8/2014,174,8,20140812,20140812,2014,1,Soybean,United States of America,84.1,84.8,10.35,140,1755,430,1675,15,3816,19,92,3541,3971,45.4,12
13/8/2014,,,,,,,,,,,,,,,,,,,,,,,
14/8/2014,,,,,,,,,,,,,,,,,,,,,,,
15/8/2014,,,,,,,,,,,,,,,,,,,,,,,
18/8/2014,,,,,,,,,,,,,,,,,,,,,,,
19/8/2014,,,,,,,,,,,,,,,,,,,,,,,
20/8/2014,,,,,,,,,,,,,,,,,,,,,,,
21/8/2014,,,,,,,,,,,,,,,,,,,,,,,
22/8/2014,,,,,,,,,,,,,,,,,,,,,,,
25/8/2014,,,,,,,,,,,,,,,,,,,,,,,
26/8/2014,,,,,,,,,,,,,,,,,,,,,,,
27/8/2014,,,,,,,,,,,,,,,,,,,,,,,
28/8/2014,,,,,,,,,,,,,,,,,,,,,,,
29/8/2014,,,,,,,,,,,,,,,,,,,,,,,
1/9/2014,,,,,,,,,,,,,,,,,,,,,,,
2/9/2014,,,,,,,,,,,,,,,,,,,,,,,
3/9/2014,,,,,,,,,,,,,,,,,,,,,,,
4/9/2014,,,,,,,,,,,,,,,,,,,,,,,
5/9/2014,,,,,,,,,,,,,,,,,,,,,,,
8/9/2014,,,,,,,,,,,,,,,,,,,,,,,
9/9/2014,,,,,,,,,,,,,,,,,,,,,,,
10/9/2014,,,,,,,,,,,,,,,,,,,,,,,
11/9/2014,175,9,20140911,20140911,2014,1,Soybean,United States of America,84.1,84.8,10,130,1770,475,1700,15,3913,22,92,3583,4058,46.6,11
12/9/2014,,,,,,,,,,,,,,,,,,,,,,,
15/9/2014,,,,,,,,,,,,,,,,,,,,,,,
16/9/2014,,,,,,,,,,,,,,,,,,,,,,,
17/9/2014,,,,,,,,,,,,,,,,,,,,,,,
18/9/2014,,,,,,,,,,,,,,,,,,,,,,,
19/9/2014,,,,,,,,,,,,,,,,,,,,,,,
22/9/2014,,,,,,,,,,,,,,,,,,,,,,,
23/9/2014,,,,,,,,,,,,,,,,,,,,,,,
24/9/2014,,,,,,,,,,,,,,,,,,,,,,,
25/9/2014,,,,,,,,,,,,,,,,,,,,,,,
26/9/2014,,,,,,,,,,,,,,,,,,,,,,,
29/9/2014,,,,,,,,,,,,,,,,,,,,,,,
30/9/2014,,,,,,,,,,,,,,,,,,,,,,,
1/10/2014,,,,,,,,,,,,,,,,,,,,,,,
2/10/2014,,,,,,,,,,,,,,,,,,,,,,,
3/10/2014,,,,,,,,,,,,,,,,,,,,,,,
6/10/2014,,,,,,,,,,,,,,,,,,,,,,,
7/10/2014,,,,,,,,,,,,,,,,,,,,,,,
8/10/2014,,,,,,,,,,,,,,,,,,,,,,,
9/10/2014,,,,,,,,,,,,,,,,,,,,,,,
10/10/2014,176,10,20141010,20141010,2014,1,Soybean,United States of America,83.4,84.2,10,92,1770,450,1700,15,3927,22,92,3583,4034,47.1,10
13/10/2014,,,,,,,,,,,,,,,,,,,,,,,
14/10/2014,,,,,,,,,,,,,,,,,,,,,,,
15/10/2014,,,,,,,,,,,,,,,,,,,,,,,
16/10/2014,,,,,,,,,,,,,,,,,,,,,,,
17/10/2014,,,,,,,,,,,,,,,,,,,,,,,
20/10/2014,,,,,,,,,,,,,,,,,,,,,,,
21/10/2014,,,,,,,,,,,,,,,,,,,,,,,
22/10/2014,,,,,,,,,,,,,,,,,,,,,,,
23/10/2014,,,,,,,,,,,,,,,,,,,,,,,
24/10/2014,,,,,,,,,,,,,,,,,,,,,,,
27/10/2014,,,,,,,,,,,,,,,,,,,,,,,
28/10/2014,,,,,,,,,,,,,,,,,,,,,,,
29/10/2014,,,,,,,,,,,,,,,,,,,,,,,
30/10/2014,,,,,,,,,,,,,,,,,,,,,,,
31/10/2014,,,,,,,,,,,,,,,,,,,,,,,
3/11/2014,,,,,,,,,,,,,,,,,,,,,,,
4/11/2014,,,,,,,,,,,,,,,,,,,,,,,
5/11/2014,,,,,,,,,,,,,,,,,,,,,,,
6/11/2014,,,,,,,,,,,,,,,,,,,,,,,
7/11/2014,,,,,,,,,,,,,,,,,,,,,,,
10/11/2014,177,11,20141110,20141110,2014,1,Soybean,United States of America,83.4,84.2,10,92,1780,450,1720,15,3958,23,92,3615,4065,47.5,10
11/11/2014,,,,,,,,,,,,,,,,,,,,,,,
12/11/2014,,,,,,,,,,,,,,,,,,,,,,,
13/11/2014,,,,,,,,,,,,,,,,,,,,,,,
14/11/2014,,,,,,,,,,,,,,,,,,,,,,,
17/11/2014,,,,,,,,,,,,,,,,,,,,,,,
18/11/2014,,,,,,,,,,,,,,,,,,,,,,,
19/11/2014,,,,,,,,,,,,,,,,,,,,,,,
20/11/2014,,,,,,,,,,,,,,,,,,,,,,,
21/11/2014,,,,,,,,,,,,,,,,,,,,,,,
24/11/2014,,,,,,,,,,,,,,,,,,,,,,,
25/11/2014,,,,,,,,,,,,,,,,,,,,,,,
26/11/2014,,,,,,,,,,,,,,,,,,,,,,,
27/11/2014,,,,,,,,,,,,,,,,,,,,,,,
28/11/2014,,,,,,,,,,,,,,,,,,,,,,,
1/12/2014,,,,,,,,,,,,,,,,,,,,,,,
2/12/2014,,,,,,,,,,,,,,,,,,,,,,,
3/12/2014,,,,,,,,,,,,,,,,,,,,,,,
4/12/2014,,,,,,,,,,,,,,,,,,,,,,,
5/12/2014,,,,,,,,,,,,,,,,,,,,,,,
8/12/2014,,,,,,,,,,,,,,,,,,,,,,,
9/12/2014,,,,,,,,,,,,,,,,,,,,,,,
10/12/2014,178,12,20141210,20141210,2014,1,Soybean,United States of America,83.4,84.2,10,92,1780,410,1760,15,3958,23,92,3655,4065,47.5,10
11/12/2014,,,,,,,,,,,,,,,,,,,,,,,
12/12/2014,,,,,,,,,,,,,,,,,,,,,,,
15/12/2014,,,,,,,,,,,,,,,,,,,,,,,
16/12/2014,,,,,,,,,,,,,,,,,,,,,,,
17/12/2014,,,,,,,,,,,,,,,,,,,,,,,
18/12/2014,,,,,,,,,,,,,,,,,,,,,,,
19/12/2014,,,,,,,,,,,,,,,,,,,,,,,
22/12/2014,,,,,,,,,,,,,,,,,,,,,,,
23/12/2014,,,,,,,,,,,,,,,,,,,,,,,
24/12/2014,,,,,,,,,,,,,,,,,,,,,,,
25/12/2014,,,,,,,,,,,,,,,,,,,,,,,
26/12/2014,,,,,,,,,,,,,,,,,,,,,,,
29/12/2014,,,,,,,,,,,,,,,,,,,,,,,
30/12/2014,,,,,,,,,,,,,,,,,,,,,,,
31/12/2014,,,,,,,,,,,,,,,,,,,,,,,
1/1/2015,,,,,,,,,,,,,,,,,,,,,,,
2/1/2015,,,,,,,,,,,,,,,,,,,,,,,
5/1/2015,,,,,,,,,,,,,,,,,,,,,,,
6/1/2015,,,,,,,,,,,,,,,,,,,,,,,
7/1/2015,,,,,,,,,,,,,,,,,,,,,,,
8/1/2015,,,,,,,,,,,,,,,,,,,,,,,
9/1/2015,,,,,,,,,,,,,,,,,,,,,,,
12/1/2015,179,1,20150112,20150112,2015,1,Soybean,United States of America,83.1,83.7,10.2,92,1780,410,1770,15,3969,24,92,3666,4076,47.8,12
13/1/2015,,,,,,,,,,,,,,,,,,,,,,,
14/1/2015,,,,,,,,,,,,,,,,,,,,,,,
15/1/2015,,,,,,,,,,,,,,,,,,,,,,,
16/1/2015,,,,,,,,,,,,,,,,,,,,,,,
19/1/2015,,,,,,,,,,,,,,,,,,,,,,,
20/1/2015,,,,,,,,,,,,,,,,,,,,,,,
21/1/2015,,,,,,,,,,,,,,,,,,,,,,,
22/1/2015,,,,,,,,,,,,,,,,,,,,,,,
23/1/2015,,,,,,,,,,,,,,,,,,,,,,,
26/1/2015,,,,,,,,,,,,,,,,,,,,,,,
27/1/2015,,,,,,,,,,,,,,,,,,,,,,,
28/1/2015,,,,,,,,,,,,,,,,,,,,,,,
29/1/2015,,,,,,,,,,,,,,,,,,,,,,,
30/1/2015,,,,,,,,,,,,,,,,,,,,,,,
2/2/2015,,,,,,,,,,,,,,,,,,,,,,,
3/2/2015,,,,,,,,,,,,,,,,,,,,,,,
4/2/2015,,,,,,,,,,,,,,,,,,,,,,,
5/2/2015,,,,,,,,,,,,,,,,,,,,,,,
6/2/2015,,,,,,,,,,,,,,,,,,,,,,,
9/2/2015,,,,,,,,,,,,,,,,,,,,,,,
10/2/2015,180,2,20150210,20150210,2015,1,Soybean,United States of America,83.1,83.7,10.2,92,1795,385,1790,25,3969,24,92,3701,4086,47.8,10
11/2/2015,,,,,,,,,,,,,,,,,,,,,,,
12/2/2015,,,,,,,,,,,,,,,,,,,,,,,
13/2/2015,,,,,,,,,,,,,,,,,,,,,,,
16/2/2015,,,,,,,,,,,,,,,,,,,,,,,
17/2/2015,,,,,,,,,,,,,,,,,,,,,,,
18/2/2015,,,,,,,,,,,,,,,,,,,,,,,
19/2/2015,,,,,,,,,,,,,,,,,,,,,,,
20/2/2015,,,,,,,,,,,,,,,,,,,,,,,
23/2/2015,,,,,,,,,,,,,,,,,,,,,,,
24/2/2015,,,,,,,,,,,,,,,,,,,,,,,
25/2/2015,,,,,,,,,,,,,,,,,,,,,,,
26/2/2015,,,,,,,,,,,,,,,,,,,,,,,
27/2/2015,,,,,,,,,,,,,,,,,,,,,,,
2/3/2015,,,,,,,,,,,,,,,,,,,,,,,
3/3/2015,,,,,,,,,,,,,,,,,,,,,,,
4/3/2015,,,,,,,,,,,,,,,,,,,,,,,
5/3/2015,,,,,,,,,,,,,,,,,,,,,,,
6/3/2015,,,,,,,,,,,,,,,,,,,,,,,
9/3/2015,,,,,,,,,,,,,,,,,,,,,,,
10/3/2015,181,3,20150310,20150310,2015,1,Soybean,United States of America,83.1,83.7,10.2,92,1795,385,1790,25,3969,24,92,3701,4086,47.8,10
11/3/2015,,,,,,,,,,,,,,,,,,,,,,,
12/3/2015,,,,,,,,,,,,,,,,,,,,,,,
13/3/2015,,,,,,,,,,,,,,,,,,,,,,,
16/3/2015,,,,,,,,,,,,,,,,,,,,,,,
17/3/2015,,,,,,,,,,,,,,,,,,,,,,,
18/3/2015,,,,,,,,,,,,,,,,,,,,,,,
19/3/2015,,,,,,,,,,,,,,,,,,,,,,,
20/3/2015,,,,,,,,,,,,,,,,,,,,,,,
23/3/2015,,,,,,,,,,,,,,,,,,,,,,,
24/3/2015,,,,,,,,,,,,,,,,,,,,,,,
25/3/2015,,,,,,,,,,,,,,,,,,,,,,,
26/3/2015,,,,,,,,,,,,,,,,,,,,,,,
27/3/2015,,,,,,,,,,,,,,,,,,,,,,,
30/3/2015,,,,,,,,,,,,,,,,,,,,,,,
31/3/2015,,,,,,,,,,,,,,,,,,,,,,,
1/4/2015,,,,,,,,,,,,,,,,,,,,,,,
2/4/2015,,,,,,,,,,,,,,,,,,,,,,,
3/4/2015,,,,,,,,,,,,,,,,,,,,,,,
6/4/2015,,,,,,,,,,,,,,,,,,,,,,,
7/4/2015,,,,,,,,,,,,,,,,,,,,,,,
8/4/2015,,,,,,,,,,,,,,,,,,,,,,,
9/4/2015,182,4,20150409,20150409,2015,1,Soybean,United States of America,83.1,83.7,10.1,92,1795,370,1790,30,3969,38,98,3721,4091,47.8,9
10/4/2015,,,,,,,,,,,,,,,,,,,,,,,
13/4/2015,,,,,,,,,,,,,,,,,,,,,,,
14/4/2015,,,,,,,,,,,,,,,,,,,,,,,
15/4/2015,,,,,,,,,,,,,,,,,,,,,,,
16/4/2015,,,,,,,,,,,,,,,,,,,,,,,
17/4/2015,,,,,,,,,,,,,,,,,,,,,,,
20/4/2015,,,,,,,,,,,,,,,,,,,,,,,
21/4/2015,,,,,,,,,,,,,,,,,,,,,,,
22/4/2015,,,,,,,,,,,,,,,,,,,,,,,
23/4/2015,,,,,,,,,,,,,,,,,,,,,,,
24/4/2015,,,,,,,,,,,,,,,,,,,,,,,
27/4/2015,,,,,,,,,,,,,,,,,,,,,,,
28/4/2015,,,,,,,,,,,,,,,,,,,,,,,
29/4/2015,,,,,,,,,,,,,,,,,,,,,,,
30/4/2015,,,,,,,,,,,,,,,,,,,,,,,
1/5/2015,,,,,,,,,,,,,,,,,,,,,,,
4/5/2015,,,,,,,,,,,,,,,,,,,,,,,
5/5/2015,,,,,,,,,,,,,,,,,,,,,,,
6/5/2015,,,,,,,,,,,,,,,,,,,,,,,
7/5/2015,,,,,,,,,,,,,,,,,,,,,,,
8/5/2015,,,,,,,,,,,,,,,,,,,,,,,
11/5/2015,,,,,,,,,,,,,,,,,,,,,,,
12/5/2015,183,5,20150512,20150512,2015,1,Soybean,United States of America,83.7,84.6,9,350,1825,500,1775,30,3850,38,92,3729,4230,46,12
13/5/2015,,,,,,,,,,,,,,,,,,,,,,,
14/5/2015,,,,,,,,,,,,,,,,,,,,,,,
15/5/2015,,,,,,,,,,,,,,,,,,,,,,,
18/5/2015,,,,,,,,,,,,,,,,,,,,,,,
19/5/2015,,,,,,,,,,,,,,,,,,,,,,,
20/5/2015,,,,,,,,,,,,,,,,,,,,,,,
21/5/2015,,,,,,,,,,,,,,,,,,,,,,,
22/5/2015,,,,,,,,,,,,,,,,,,,,,,,
25/5/2015,,,,,,,,,,,,,,,,,,,,,,,
26/5/2015,,,,,,,,,,,,,,,,,,,,,,,
27/5/2015,,,,,,,,,,,,,,,,,,,,,,,
28/5/2015,,,,,,,,,,,,,,,,,,,,,,,
29/5/2015,,,,,,,,,,,,,,,,,,,,,,,
1/6/2015,,,,,,,,,,,,,,,,,,,,,,,
2/6/2015,,,,,,,,,,,,,,,,,,,,,,,
3/6/2015,,,,,,,,,,,,,,,,,,,,,,,
4/6/2015,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015,,,,,,,,,,,,,,,,,,,,,,,
8/6/2015,,,,,,,,,,,,,,,,,,,,,,,
9/6/2015,,,,,,,,,,,,,,,,,,,,,,,
10/6/2015,184,6,20150610,20150610,2015,1,Soybean,United States of America,83.7,84.6,9,330,1830,475,1775,30,3850,38,92,3734,4210,46,10
11/6/2015,,,,,,,,,,,,,,,,,,,,,,,
12/6/2015,,,,,,,,,,,,,,,,,,,,,,,
15/6/2015,,,,,,,,,,,,,,,,,,,,,,,
16/6/2015,,,,,,,,,,,,,,,,,,,,,,,
17/6/2015,,,,,,,,,,,,,,,,,,,,,,,
18/6/2015,,,,,,,,,,,,,,,,,,,,,,,
19/6/2015,,,,,,,,,,,,,,,,,,,,,,,
22/6/2015,,,,,,,,,,,,,,,,,,,,,,,
23/6/2015,,,,,,,,,,,,,,,,,,,,,,,
24/6/2015,,,,,,,,,,,,,,,,,,,,,,,
25/6/2015,,,,,,,,,,,,,,,,,,,,,,,
26/6/2015,,,,,,,,,,,,,,,,,,,,,,,
29/6/2015,,,,,,,,,,,,,,,,,,,,,,,
30/6/2015,,,,,,,,,,,,,,,,,,,,,,,
1/7/2015,,,,,,,,,,,,,,,,,,,,,,,
2/7/2015,,,,,,,,,,,,,,,,,,,,,,,
3/7/2015,,,,,,,,,,,,,,,,,,,,,,,
6/7/2015,,,,,,,,,,,,,,,,,,,,,,,
7/7/2015,,,,,,,,,,,,,,,,,,,,,,,
8/7/2015,,,,,,,,,,,,,,,,,,,,,,,
9/7/2015,,,,,,,,,,,,,,,,,,,,,,,
10/7/2015,185,7,20150710,20150710,2015,1,Soybean,United States of America,84.4,85.1,9.25,255,1840,425,1775,30,3885,38,92,3744,4170,46,10
13/7/2015,,,,,,,,,,,,,,,,,,,,,,,
14/7/2015,,,,,,,,,,,,,,,,,,,,,,,
15/7/2015,,,,,,,,,,,,,,,,,,,,,,,
16/7/2015,,,,,,,,,,,,,,,,,,,,,,,
17/7/2015,,,,,,,,,,,,,,,,,,,,,,,
20/7/2015,,,,,,,,,,,,,,,,,,,,,,,
21/7/2015,,,,,,,,,,,,,,,,,,,,,,,
22/7/2015,,,,,,,,,,,,,,,,,,,,,,,
23/7/2015,,,,,,,,,,,,,,,,,,,,,,,
24/7/2015,,,,,,,,,,,,,,,,,,,,,,,
27/7/2015,,,,,,,,,,,,,,,,,,,,,,,
28/7/2015,,,,,,,,,,,,,,,,,,,,,,,
29/7/2015,,,,,,,,,,,,,,,,,,,,,,,
30/7/2015,,,,,,,,,,,,,,,,,,,,,,,
31/7/2015,,,,,,,,,,,,,,,,,,,,,,,
3/8/2015,,,,,,,,,,,,,,,,,,,,,,,
4/8/2015,,,,,,,,,,,,,,,,,,,,,,,
5/8/2015,,,,,,,,,,,,,,,,,,,,,,,
6/8/2015,,,,,,,,,,,,,,,,,,,,,,,
7/8/2015,,,,,,,,,,,,,,,,,,,,,,,
10/8/2015,,,,,,,,,,,,,,,,,,,,,,,
11/8/2015,,,,,,,,,,,,,,,,,,,,,,,
12/8/2015,186,8,20150812,20150812,2015,1,Soybean,United States of America,83.5,84.3,9.15,240,1860,470,1725,30,3916,40,92,3717,4186,46.9,12
13/8/2015,,,,,,,,,,,,,,,,,,,,,,,
14/8/2015,,,,,,,,,,,,,,,,,,,,,,,
17/8/2015,,,,,,,,,,,,,,,,,,,,,,,
18/8/2015,,,,,,,,,,,,,,,,,,,,,,,
19/8/2015,,,,,,,,,,,,,,,,,,,,,,,
20/8/2015,,,,,,,,,,,,,,,,,,,,,,,
21/8/2015,,,,,,,,,,,,,,,,,,,,,,,
24/8/2015,,,,,,,,,,,,,,,,,,,,,,,
25/8/2015,,,,,,,,,,,,,,,,,,,,,,,
26/8/2015,,,,,,,,,,,,,,,,,,,,,,,
27/8/2015,,,,,,,,,,,,,,,,,,,,,,,
28/8/2015,,,,,,,,,,,,,,,,,,,,,,,
31/8/2015,,,,,,,,,,,,,,,,,,,,,,,
1/9/2015,,,,,,,,,,,,,,,,,,,,,,,
2/9/2015,,,,,,,,,,,,,,,,,,,,,,,
3/9/2015,,,,,,,,,,,,,,,,,,,,,,,
4/9/2015,,,,,,,,,,,,,,,,,,,,,,,
7/9/2015,,,,,,,,,,,,,,,,,,,,,,,
8/9/2015,,,,,,,,,,,,,,,,,,,,,,,
9/9/2015,,,,,,,,,,,,,,,,,,,,,,,
10/9/2015,,,,,,,,,,,,,,,,,,,,,,,
11/9/2015,187,9,20150911,20150911,2015,1,Soybean,United States of America,83.5,84.3,9.15,210,1870,450,1725,30,3935,38,92,3725,4175,47.1,11
14/9/2015,,,,,,,,,,,,,,,,,,,,,,,
15/9/2015,,,,,,,,,,,,,,,,,,,,,,,
16/9/2015,,,,,,,,,,,,,,,,,,,,,,,
17/9/2015,,,,,,,,,,,,,,,,,,,,,,,
18/9/2015,,,,,,,,,,,,,,,,,,,,,,,
21/9/2015,,,,,,,,,,,,,,,,,,,,,,,
22/9/2015,,,,,,,,,,,,,,,,,,,,,,,
23/9/2015,,,,,,,,,,,,,,,,,,,,,,,
24/9/2015,,,,,,,,,,,,,,,,,,,,,,,
25/9/2015,,,,,,,,,,,,,,,,,,,,,,,
28/9/2015,,,,,,,,,,,,,,,,,,,,,,,
29/9/2015,,,,,,,,,,,,,,,,,,,,,,,
30/9/2015,,,,,,,,,,,,,,,,,,,,,,,
1/10/2015,,,,,,,,,,,,,,,,,,,,,,,
2/10/2015,,,,,,,,,,,,,,,,,,,,,,,
5/10/2015,,,,,,,,,,,,,,,,,,,,,,,
6/10/2015,,,,,,,,,,,,,,,,,,,,,,,
7/10/2015,,,,,,,,,,,,,,,,,,,,,,,
8/10/2015,,,,,,,,,,,,,,,,,,,,,,,
9/10/2015,188,10,20151009,20151009,2015,1,Soybean,United States of America,82.4,83.2,9.15,191,1880,425,1675,30,3888,38,92,3685,4109,47.2,9
12/10/2015,,,,,,,,,,,,,,,,,,,,,,,
13/10/2015,,,,,,,,,,,,,,,,,,,,,,,
14/10/2015,,,,,,,,,,,,,,,,,,,,,,,
15/10/2015,,,,,,,,,,,,,,,,,,,,,,,
16/10/2015,,,,,,,,,,,,,,,,,,,,,,,
19/10/2015,,,,,,,,,,,,,,,,,,,,,,,
20/10/2015,,,,,,,,,,,,,,,,,,,,,,,
21/10/2015,,,,,,,,,,,,,,,,,,,,,,,
22/10/2015,,,,,,,,,,,,,,,,,,,,,,,
23/10/2015,,,,,,,,,,,,,,,,,,,,,,,
26/10/2015,,,,,,,,,,,,,,,,,,,,,,,
27/10/2015,,,,,,,,,,,,,,,,,,,,,,,
28/10/2015,,,,,,,,,,,,,,,,,,,,,,,
29/10/2015,,,,,,,,,,,,,,,,,,,,,,,
30/10/2015,,,,,,,,,,,,,,,,,,,,,,,
2/11/2015,,,,,,,,,,,,,,,,,,,,,,,
3/11/2015,,,,,,,,,,,,,,,,,,,,,,,
4/11/2015,,,,,,,,,,,,,,,,,,,,,,,
5/11/2015,,,,,,,,,,,,,,,,,,,,,,,
6/11/2015,,,,,,,,,,,,,,,,,,,,,,,
9/11/2015,,,,,,,,,,,,,,,,,,,,,,,
10/11/2015,189,11,20151110,20151110,2015,1,Soybean,United States of America,82.4,83.2,8.9,191,1890,465,1715,30,3981,41,92,3738,4203,48.3,10
11/11/2015,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,,,,,,,,,,,,,,,,,,,,,,,
13/11/2015,,,,,,,,,,,,,,,,,,,,,,,
16/11/2015,,,,,,,,,,,,,,,,,,,,,,,
